"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Oct 10, 2025 7:31:49 AM PDT","24685695611","Order","111-9221876-1562652","WNUS-D33-6-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette White L","1","amazon.com","Amazon","WASHINGTON","DC","20016","MarketplaceFacilitator","16.32","0.98","0","0","0","0","0","0","0","0","-0.98","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 7:32:17 AM PDT","24685695611","FBA Customer Return Fee","113-7416131-8217815","X003AM4WEL","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.19","0","0","-2.19"
"Oct 10, 2025 7:33:01 AM PDT","24685695611","Liquidations","30024197485551","X003AM0ZHJ","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige M","1","","","","","","","0.27","0","0","0","0","0","0","0","0","0","0","0","0","-0.29","0","-0.02"
"Oct 10, 2025 7:33:01 AM PDT","24685695611","Order","113-8592976-3951461","WNUS-D33-5-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige L","1","amazon.com","Amazon","LAKE ELSINORE","CA","92530","MarketplaceFacilitator","16.32","1.43","0","0","0","0","0","0","0","0","-1.43","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 7:33:37 AM PDT","24685695611","Liquidations","30165220374551","X003AM4WR3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette White M","1","","","","","","","0.28","0","0","0","0","0","0","0","0","0","0","0","0","-0.29","0","-0.01"
"Oct 10, 2025 7:43:50 AM PDT","24685695611","FBA Customer Return Fee","111-9761316-4139407","X003AM4WEL","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.19","0","0","-2.19"
"Oct 10, 2025 7:52:53 AM PDT","24685695611","Refund","113-8664011-9259450","WNUS-D33-7-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Brown S","1","amazon.com","Amazon","LUFKIN","TX","75901","MarketplaceFacilitator","-16.32","-1.35","0","0","0","0","0","0","0","0","1.35","1.30","0","0","0","-15.02"
"Oct 10, 2025 7:52:58 AM PDT","24685695611","Order","113-1208230-3333869","WNUS-D33-2-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black M","1","amazon.com","Amazon","ROELAND PARK","KS","66205","MarketplaceFacilitator","16.32","1.55","0","0","0","0","0","0","0","0","-1.55","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 7:54:40 AM PDT","24685695611","Order","111-8684959-3901016","WNUS-D33-5-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige XL","1","amazon.com","Amazon","Livonia","Michigan","48152","MarketplaceFacilitator","16.32","0.98","0","0","0","0","0","0","0","0","-0.98","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 7:56:15 AM PDT","24685695611","Order","112-0472279-9328214","WNUS-D33-2-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black M","1","amazon.com","Amazon","ROANOKE","VA","24019","MarketplaceFacilitator","16.32","0.86","0","0","0","0","0","0","0","0","-0.86","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 7:57:17 AM PDT","24685695611","Order","113-6486853-4998604","WNUS-D33-2-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black M","1","amazon.com","Amazon","ROCKAWAY","NJ","07866","MarketplaceFacilitator","16.32","0","0","0","0","0","0","0","0","0","0","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 7:57:32 AM PDT","24685695611","Order","113-8999956-2211447","WNUS-D33-6-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette White L","1","amazon.com","Amazon","JACKSONVILLE","FL","32258","MarketplaceFacilitator","16.32","1.22","0","0","0","0","0","0","0","0","-1.22","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 7:58:02 AM PDT","24685695611","Order","113-8249642-6856258","WNUS-D33-5-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige S","1","amazon.com","Amazon","MONROE","CONNECTICUT","06468","MarketplaceFacilitator","16.32","1.04","0","0","0","0","0","0","0","0","-1.04","-1.63","-4.45","0","0","10.24"
"Oct 10, 2025 8:00:16 AM PDT","24685695611","Order","112-0909954-6276238","WNUS-D33-2-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black S","1","amazon.com","Amazon","SYRACUSE","NY","13214","MarketplaceFacilitator","18.39","0.74","0","0","0","0","0","0","0","0","-0.74","-1.84","-4.45","0","0","12.10"
"Oct 10, 2025 8:00:35 AM PDT","24685695611","Order","113-1742995-1492211","WNUS-D33-267-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black+White+Brown 3Pack L","1","amazon.com","Amazon","BURLINGTON","MA","01803","MarketplaceFacilitator","28.39","0","0","0","0","0","0","0","0","0","0","-4.83","-6.60","0","0","16.96"
"Oct 10, 2025 8:00:45 AM PDT","24685695611","Order","114-7724524-0768268","WNUS-D33-5-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige XL","1","amazon.com","Amazon","SEMMES","AL","36575","MarketplaceFacilitator","16.32","1.31","0","0","0","0","0","0","0","0","-1.31","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 8:01:06 AM PDT","24685695611","Order","113-0206510-2803473","WNUS-D33-6-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette White M","1","amazon.com","Amazon","YUKON","OK","73099","MarketplaceFacilitator","16.32","1.46","0","0","0","0","0","0","0","0","-1.46","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 8:01:06 AM PDT","24685695611","Refund","112-0472279-9328214","WNUS-D33-2-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black M","1","amazon.com","Amazon","ROANOKE","VA","24019","MarketplaceFacilitator","-16.32","-0.86","0","0","0","0","0","0","0","0","0.86","1.30","0","0","0","-15.02"
"Oct 10, 2025 8:01:49 AM PDT","24685695611","Order","111-9806413-2453825","WNUS-D33-2-6","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black 2XL","1","amazon.com","Amazon","RALEIGH","NC","27613","MarketplaceFacilitator","16.32","1.18","0","0","0","0","0","0","0","0","-1.18","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 8:04:58 AM PDT","24685695611","Order","112-6913256-0884212","WNUS-D77-7-4","Lusait Lace Bralettes for Women Full Coverage Sexy No Underwire Deep V Racerback Bra Comfort Padded Bras Brown L","1","amazon.com","Amazon","DALLAS","TX","75205","MarketplaceFacilitator","26.00","2.15","0","0","0","0","0","0","0","0","-2.15","-4.42","-5.12","0","0","16.46"
"Oct 10, 2025 8:08:02 AM PDT","24685695611","Order","113-0943981-0623452","WNUS-D33-2-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black M","1","amazon.com","Amazon","BATESVILLE","MS","38606","MarketplaceFacilitator","16.32","1.14","0","0","0","0","0","0","0","0","-1.14","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 8:09:50 AM PDT","24685695611","Adjustment","113-6149088-9485808","WNUS-D33-5-4","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.12","13.12"
"Oct 10, 2025 8:14:07 AM PDT","24685695611","Order","112-7049019-2235400","WNUS-D33-6-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette White L","1","amazon.com","Amazon","SHARPSBURG","GA","30277","MarketplaceFacilitator","16.32","1.14","0","0","0","0","0","0","0","0","-1.14","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 8:15:35 AM PDT","24685695611","Adjustment","113-7630212-5333845","WNUS-D33-5-3","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.88","11.88"
"Oct 10, 2025 8:15:55 AM PDT","24685695611","Liquidations","29632832223551","X003AMD93L","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black M","1","","","","","","","0.94","0","0","0","0","0","0","0","0","0","0","0","0","-0.39","0","0.55"
"Oct 10, 2025 8:18:48 AM PDT","24685695611","Liquidations","30419815680551","X00467DSYJ","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black+White+Brown 3Pack S","1","","","","","","","1.79","0","0","0","0","0","0","0","0","0","0","0","0","-0.57","0","1.22"
"Oct 10, 2025 8:23:11 AM PDT","24685695611","Order","112-7448418-0380259","WNUS-D33-5-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige L","1","amazon.com","Amazon","PAYNESVILLE","MN","56362","MarketplaceFacilitator","16.32","0","6.99","0","0","0","0","0","0","0","0","-1.63","-11.66","0","0","10.02"
"Oct 10, 2025 8:24:00 AM PDT","24685695611","Order","111-9263537-9755423","WNUS-D33-7-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Brown M","1","amazon.com","Amazon","ROUND TOP","TX","78954","MarketplaceFacilitator","16.32","1.10","0","0","0","0","0","0","0","0","-1.10","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 8:24:13 AM PDT","24685695611","Liquidations","30364581379551","X003AM4WEL","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Brown L","1","","","","","","","0.35","0","0","0","0","0","0","0","0","0","0","0","0","-0.30","0","0.05"
"Oct 10, 2025 8:27:38 AM PDT","24685695611","FBA Customer Return Fee","114-1378178-7882647","X003RVOILR","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.27","0","0","-2.27"
"Oct 10, 2025 8:32:08 AM PDT","24685695611","Order","111-6400385-2282667","WNUS-D33-7-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Brown XL","1","amazon.com","Amazon","FORT LEE","NJ","07024","MarketplaceFacilitator","22.99","0","0","0","0","0","0","0","0","0","0","-3.91","-5.12","0","0","13.96"
"Oct 10, 2025 8:33:24 AM PDT","24685695611","Order","112-2178414-1809006","WNUS-D33-267-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black+White+Brown 3Pack L","1","amazon.com","Amazon","WASHINGTON TWP","MI","48094","MarketplaceFacilitator","28.39","1.70","0","0","0","0","0","0","0","0","-1.70","-4.83","-6.60","0","0","16.96"
"Oct 10, 2025 8:34:50 AM PDT","24685695611","Order","114-9266764-1135418","WNUS-D33-5-6","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige 2XL","1","amazon.com","Amazon","MADISONVILLE","LA","70447","MarketplaceFacilitator","16.32","1.51","0","0","0","0","0","0","0","0","-1.51","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 8:36:57 AM PDT","24685695611","Order","114-1933108-2193861","WNUS-D77-5-3","Lusait Lace Bralettes for Women Full Coverage Sexy No Underwire Deep V Racerback Bra Comfort Padded Bras Beige M","1","amazon.com","Amazon","Ladera Ranch","CA","92694","MarketplaceFacilitator","28.89","2.24","0","0","0","0","0","0","0","0","-2.24","-4.91","-5.12","0","0","18.86"
"Oct 10, 2025 8:38:00 AM PDT","24685695611","Refund","112-9622294-1492265","WNUS-D69-5-34D","Lusait Strapless Bra Push Up Full Figure Underwired Convertible Multiway Beauty Back Bras for Women Beige 34D","1","amazon.com","Amazon","GAITHERSBURG","MD","20877","Combined TCS+MTC","-19.79","-0.59","0","0","0","0","0","0","9.90","0","0.59","0.39","0","0","2.10","-7.40"
"Oct 10, 2025 8:39:04 AM PDT","24685695611","Order","112-8034290-6925845","WNUS-D33-5-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige S","1","amazon.com","Amazon","Lebanon","IL","62254","MarketplaceFacilitator","16.32","1.28","1.20","0","0","0","0","0","-1.20","0","-1.28","-1.63","-4.45","0","0","10.24"
"Oct 10, 2025 8:40:17 AM PDT","24685695611","Order","114-6452351-6628253","WNUS-D33-2-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black M","1","amazon.com","Amazon","CARLSBAD","CA","92011","MarketplaceFacilitator","16.32","1.26","1.50","0","0","0","0","0","-1.50","0","-1.26","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 8:40:22 AM PDT","24685695611","Order","114-4494160-2138649","WNUS-D33-5-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige XL","1","amazon.com","Amazon","SYKESVILLE","MD","21784","MarketplaceFacilitator","16.32","0.98","0","0","0","0","0","0","0","0","-0.98","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 8:41:02 AM PDT","24685695611","Refund","111-5293745-8149054","WNUS-D33-5-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige L","1","amazon.com","Amazon","ROCK HILL","SC","29732","MarketplaceFacilitator","-16.09","-1.13","0","0","0","0","0","0","0","0","1.13","1.29","0","0","0","-14.80"
"Oct 10, 2025 8:44:46 AM PDT","24685695611","Order","113-1461242-7341823","WNUS-D33-5-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige S","1","amazon.com","Amazon","HUNTERSVILLE","NC","28078","MarketplaceFacilitator","16.32","1.18","0","0","0","0","0","0","0","0","-1.18","-1.63","-4.45","0","0","10.24"
"Oct 10, 2025 8:45:36 AM PDT","24685695611","Order","112-8511424-1269800","WNUS-D77-2-4","Lusait Lace Bralettes for Women Full Coverage Sexy No Underwire Deep V Racerback Bra Comfort Padded Bras Black L","1","amazon.com","Amazon","APOLLO BEACH","FL","33572","MarketplaceFacilitator","26.00","1.95","0","0","0","0","0","0","0","0","-1.95","-4.42","-5.12","0","0","16.46"
"Oct 10, 2025 8:48:19 AM PDT","24685695611","FBA Customer Return Fee","111-2287108-0049847","X003AM0ZHJ","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.19","0","0","-2.19"
"Oct 10, 2025 8:48:53 AM PDT","24685695611","Order","112-9650789-8534608","WNUS-D33-25-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black+Beige 2Pack L","1","amazon.com","Amazon","CONWAY","SC","29526","MarketplaceFacilitator","25.55","2.04","0","0","0","0","0","0","0","0","-2.04","-4.34","-5.12","0","0","16.09"
"Oct 10, 2025 8:52:01 AM PDT","24685695611","Order","113-1474525-8089060","WNUS-D33-25-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black+Beige 2Pack S","1","amazon.com","Amazon","CLIFTON PARK","NY","12065","MarketplaceFacilitator","30.59","0.92","0","0","0","0","0","0","0","0","-0.92","-5.20","-5.12","0","0","20.27"
"Oct 10, 2025 8:58:21 AM PDT","24685695611","Liquidations","30297756466551","X003RVOINZ","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black+Beige 2Pack M","1","","","","","","","1.89","0","0","0","0","0","0","0","0","0","0","0","0","-0.53","0","1.36"
"Oct 10, 2025 9:01:42 AM PDT","24685695611","Order","114-8416287-4130619","WNUS-D33-5-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige L","1","amazon.com","Amazon","Brooklyn","New York","11234","MarketplaceFacilitator","16.32","0","0","0","0","0","0","0","0","0","0","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 9:02:26 AM PDT","24685695611","FBA Customer Return Fee","112-7486591-8700263","X003AM4WEL","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.19","0","0","-2.19"
"Oct 10, 2025 9:10:02 AM PDT","24685695611","Order","111-9410639-1286639","WNUS-D33-7-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Brown S","1","amazon.com","Amazon","RALEIGH","NC","27616","MarketplaceFacilitator","16.32","1.18","0","0","0","0","0","0","0","0","-1.18","-1.63","-4.45","0","0","10.24"
"Oct 10, 2025 9:16:39 AM PDT","24685695611","Order","112-1655851-3364208","WNUS-D33-5-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige XL","1","amazon.com","Amazon","INGLESIDE","TX","78362","MarketplaceFacilitator","16.32","1.02","0","0","0","0","0","0","0","0","-1.02","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 9:18:05 AM PDT","24685695611","Order","112-0197812-5373023","WNUS-D33-2-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black L","1","amazon.com","Amazon","TOLEDO","OH","43614","MarketplaceFacilitator","22.99","1.78","0","0","0","0","0","0","0","0","-1.78","-3.91","-4.67","0","0","14.41"
"Oct 10, 2025 9:44:07 AM PDT","24685695611","FBA Customer Return Fee","114-1241549-9039465","X003AM7W2P","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.19","0","0","-2.19"
"Oct 10, 2025 9:45:07 AM PDT","24685695611","Order","111-9641930-1640222","WNUS-D33-5-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige L","1","amazon.com","Amazon","FRUITPORT","MI","49415","MarketplaceFacilitator","16.32","0.98","0.75","0","0","0","0","0","-0.75","0","-0.98","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 10:02:23 AM PDT","24685695611","Refund","113-1742995-1492211","WNUS-D33-267-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black+White+Brown 3Pack L","1","amazon.com","Amazon","BURLINGTON","MA","01803","MarketplaceFacilitator","-28.39","0","0","0","0","0","0","0","0","0","0","3.86","0","0","0","-24.53"
"Oct 10, 2025 10:19:16 AM PDT","24685695611","Order","111-2260046-0368215","WNUS-D33-5-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige S","1","amazon.com","Amazon","Sparta","OH","43350","MarketplaceFacilitator","16.32","1.18","0","0","0","0","0","0","0","0","-1.18","-1.63","-4.45","0","0","10.24"
"Oct 10, 2025 10:19:18 AM PDT","24685695611","Order","112-3300152-2231441","WNUS-D33-5-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige S","1","amazon.com","Amazon","CRYSTAL LAKE","IL","60014","MarketplaceFacilitator","16.32","1.39","0","0","0","0","0","0","0","0","-1.39","-1.63","-4.45","0","0","10.24"
"Oct 10, 2025 10:20:02 AM PDT","24685695611","Liquidations","30353125787551","X003AM0ZHJ","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige M","1","","","","","","","1.14","0","0","0","0","0","0","0","0","0","0","0","0","-0.42","0","0.72"
"Oct 10, 2025 10:34:22 AM PDT","24685695611","FBA Customer Return Fee","113-2016737-8758648","X003AM4WEL","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.19","0","0","-2.19"
"Oct 10, 2025 10:38:29 AM PDT","24685695611","Order","111-7000458-8815444","WNUS-D69-5-34E","Lusait Strapless Bra Push Up Full Figure Underwired Convertible Multiway Bras for Women Beauty Back Beige 34DD","1","amazon.com","Amazon","VIRGINIA BEACH","VA","23464","MarketplaceFacilitator","18.59","0.56","0","0","0","0","0","0","-9.30","0","-0.56","-0.46","-5.90","0","0","2.93"
"Oct 10, 2025 10:44:38 AM PDT","24685695611","Order","111-1358059-8152222","WNUS-D33-5-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige XL","1","amazon.com","Amazon","MURRIETA","CA","92562","MarketplaceFacilitator","16.32","1.43","0","0","0","0","0","0","0","0","-1.43","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 11:00:34 AM PDT","24685695611","Order","113-0675930-8402647","WNUS-D33-6-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette White XL","1","amazon.com","Amazon","LAKE BLUFF","IL","60044","MarketplaceFacilitator","16.32","1.31","0","0","0","0","0","0","0","0","-1.31","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 11:32:08 AM PDT","24685695611","FBA Customer Return Fee","114-4220131-5736201","X003AM7VP3","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.12","0","0","-2.12"
"Oct 10, 2025 11:33:56 AM PDT","24685695611","Order","113-1327437-7634668","WNUS-D33-5-2","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige S","1","amazon.com","Amazon","COLORADO SPRINGS","CO","80917","MarketplaceFacilitator","16.32","1.34","0.75","0","0","0","0","0","-0.75","0","-1.34","-1.63","-4.45","0","0","10.24"
"Oct 10, 2025 11:58:56 AM PDT","24685695611","FBA Customer Return Fee","111-1476242-7672212","X003AM7VP3","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.12","0","0","-2.12"
"Oct 10, 2025 12:18:39 PM PDT","24685695611","FBA Customer Return Fee","113-9590766-9088269","X003AM7VP3","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.12","0","0","-2.12"
"Oct 10, 2025 12:30:54 PM PDT","24685695611","Order_Retrocharge","111-4040116-0948222","","retrocharge for orderid 111-4040116-0948222","","Amazon.com","","","","","","0","1.42","0","0","0","0","0","0","0","0","-1.42","0","0","0","0","0"
"Oct 10, 2025 12:32:18 PM PDT","24685695611","Refund","111-0704439-4297046","WNUS-D33-265-3","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black+White+Beige 3Pack M","1","amazon.com","Amazon","SANTA CLARA","CA","95051","MarketplaceFacilitator","-31.99","-2.92","0","0","0","0","0","0","0","0","2.92","4.35","0","0","0","-27.64"
"Oct 10, 2025 12:35:18 PM PDT","24685695611","FBA Customer Return Fee","113-3714486-9358652","X003AMD93L","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.19","0","0","-2.19"
"Oct 10, 2025 12:38:51 PM PDT","24685695611","Order","111-3524230-1719426","WNUS-D33-5-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige XL","1","amazon.com","Amazon","POWELL","OH","43065","MarketplaceFacilitator","16.32","1.14","0","0","0","0","0","0","0","0","-1.14","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 12:59:49 PM PDT","24685695611","FBA Customer Return Fee","112-4377331-4975408","X003AM52QN","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.19","0","0","-2.19"
"Oct 10, 2025 1:02:00 PM PDT","24685695611","Order","113-9910603-8361034","WNUS-D33-5-5","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige XL","1","amazon.com","Amazon","CICERO","ILLINOIS","60804","MarketplaceFacilitator","16.32","1.75","0","0","0","0","0","0","0","0","-1.75","-1.63","-5.12","0","0","9.57"
"Oct 10, 2025 1:12:03 PM PDT","24685695611","Order","112-4727237-8173812","WNUS-D33-5-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Beige L","1","amazon.com","Amazon","GREENSBURG","PA","15601","MarketplaceFacilitator","16.32","0","0","0","0","0","0","0","0","0","0","-1.63","-4.67","0","0","10.02"
"Oct 10, 2025 1:17:03 PM PDT","24685695611","Refund","114-1963176-5960266","WNUS-D33-2-4","Lusait Strapless Bra for Women Non-Slip Silicone Padded Bandeau Bra Wireless Tube Top Bralette Black L","1","amazon.com","Amazon","Salem","Oregon","97304","","-18.39","0","0","0","0","0","0","0","0","0","0","1.47","0","0","0","-16.92"
"Oct 10, 2025 1:22:24 PM PDT","24685695611","Order","111-4788828-2597821","WNUS-D62-2-42E","Lusait Women's Longline Strapless Bra Underwired Full Coverage Corset Bra Push Up Boned Hide Back Fat Black 42DD","1","amazon.com","Amazon","FEDERAL WAY","WA","98003","MarketplaceFacilitator","24.93","2.54","0.22","0.02","0","0","0","0","0","0","-2.56","-4.24","-6.12","0","0","14.79"
"Oct 10, 2025 1:38:32 PM PDT","24685695611","Refund","113-2447931-7257059","WNUS-D77-7-3","Lusait Lace Bralettes for Women Full Coverage Sexy No Underwire Deep V Racerback Bra Comfort Padded Bras Brown M","1","amazon.com","Amazon","MARIETTA","GA","30062","MarketplaceFacilitator","-26.00","-1.56","0","0","0","0","0","0","0","0","1.56","3.54","0","0","0","-22.46"
"Oct 10, 2025 1:52:57 PM PDT","24685695611","FBA Customer Return Fee","113-6039830-9755451","X00467GYN1","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.62","0","0","-2.62"
"Oct 10, 2025 1:57:27 PM PDT","24685695611","Order","113-4660210-0804216","WNUS-D65-6-3","DreamLeaf Bralettes for Women Wireless Adjustable Thin Straps Sports Bra Unlined Seamless Cami Crop Top Bra, Coconut White, M","1","amazon.com","Amazon","Floridablanca","Santander","","","12.86","0","3.07","0","0","0","0","0","-3.07","0","0","-0.64","-4.45","0","0","7.77"
